INCIDENT_ID,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,Month,Year,Date
CR_90027,0,4,4,6,5,6,4,0,5,1,174,0.0,112,119,23,5,2003,14
CR_134016,0,44,44,1,3,2,7,2,2,1,0,1.0,72,62,34,7,2008,2
CR_150155,0,17,16,0,0,7,1,0,5,1,174,0.0,112,29,43,9,2011,7
CR_72434,0,51,50,7,3,5,6,0,5,1,277,0.0,98,29,34,5,2000,19
CR_183381,0,41,41,4,1,5,6,0,5,1,174,0.0,18,93,46,5,2016,22
CR_50423,0,4,4,6,5,2,7,1,2,1,0,1.0,59,142,34,1,1998,5
CR_197918,3,46,46,3,5,9,8,1,6,1,249,1.0,2,76,34,1,2018,17
CR_70597,0,37,37,0,0,7,1,6,6,1,249,1.0,103,29,34,7,2000,16
CR_55147,1,37,37,0,0,16,12,1,5,1,174,0.0,18,53,46,11,1998,4
CR_192745,0,4,4,6,5,2,7,1,2,1,316,1.0,72,62,34,1,2018,27
CR_102398,1,36,34,2,1,15,10,0,5,1,174,0.0,92,93,43,10,2004,18
CR_41564,0,4,4,6,5,1,0,1,6,2,316,2.0,12,119,34,3,1997,17
CR_47924,1,42,42,7,3,15,10,1,6,1,0,1.0,103,29,34,7,1997,10
CR_64110,0,49,49,6,5,5,6,0,5,2,179,1.0,103,29,34,8,1999,25
CR_63085,1,39,39,6,5,12,16,0,5,1,249,1.0,98,80,34,3,1999,9
CR_41012,0,3,2,3,5,1,0,0,5,1,174,1.0,103,80,34,10,1997,14
CR_104890,0,3,2,3,5,6,4,0,5,1,174,0.0,18,133,0,10,2005,30
CR_4452,0,50,51,0,0,6,4,0,5,1,249,1.0,98,29,34,10,1991,24
CR_193830,0,17,16,0,0,2,7,1,6,1,249,1.0,111,29,34,12,2018,28
CR_61273,1,26,27,9,0,15,10,1,6,1,249,1.0,103,80,34,3,1999,24
CR_45963,0,33,32,2,1,7,1,0,5,1,174,0.0,72,29,48,5,1997,6
CR_4978,4,5,5,3,5,9,8,1,6,1,249,1.0,48,29,34,9,1992,18
CR_22752,0,37,37,0,0,2,7,3,2,1,174,1.0,72,142,34,1,1994,4
CR_1821,0,33,32,2,1,6,4,0,5,1,249,1.0,72,29,34,4,1991,3
CR_53985,0,33,32,2,1,7,1,0,5,1,249,1.0,84,29,34,5,1998,3
CR_101813,0,33,32,2,1,4,2,1,0,1,316,1.0,98,29,34,9,2004,14
CR_87334,1,36,34,2,1,15,10,0,5,2,249,1.0,103,93,34,8,2002,5
CR_52933,0,24,24,0,0,5,6,1,6,1,316,1.0,72,62,34,2,1998,23
CR_64369,0,51,50,7,3,5,6,3,6,2,39,1.0,2,29,39,8,1999,14
CR_58489,0,4,4,6,5,5,6,0,5,1,174,0.0,109,80,0,9,1999,21
CR_62689,7,36,34,2,1,9,8,0,5,1,249,1.0,92,130,34,4,1999,23
CR_48954,0,3,2,3,5,1,0,0,5,1,249,1.0,103,103,34,1,1998,28
CR_7473,0,33,32,2,1,7,1,0,5,1,174,0.0,10,93,43,2,1992,22
CR_84407,0,9,10,7,3,3,5,1,6,1,0,1.0,34,29,34,10,2002,7
CR_103797,0,45,45,10,3,2,7,1,6,2,249,2.0,103,80,34,10,2004,10
CR_112601,0,4,4,6,5,1,0,1,6,1,316,1.0,72,107,34,3,2006,21
CR_155997,1,9,10,7,3,15,10,1,5,1,0,1.0,72,107,34,7,2012,12
CR_61236,0,26,27,9,0,7,1,1,6,1,316,1.0,98,29,34,3,1999,20
CR_77557,0,24,24,0,0,7,1,1,6,1,316,0.0,112,29,34,11,2001,21
CR_122913,0,24,24,0,0,4,2,1,5,1,174,1.0,72,80,34,7,2007,27
CR_165082,0,36,34,2,1,1,0,1,5,1,174,0.0,92,93,43,8,2013,26
CR_156215,0,17,16,0,0,5,6,1,6,1,249,1.0,72,29,34,2,2012,23
CR_148348,0,3,2,3,5,1,0,1,0,1,0,1.0,72,80,34,9,2011,14
CR_117683,3,37,37,0,0,9,8,0,5,1,174,0.0,92,29,43,5,2006,9
CR_39047,0,36,34,2,1,1,0,0,5,1,0,1.0,92,29,34,10,1996,5
CR_13029,0,16,15,0,0,1,0,0,5,1,102,1.0,67,6,34,4,1993,14
CR_54592,0,36,34,2,1,1,0,0,5,1,249,1.0,92,103,34,10,1998,2
CR_174016,0,16,15,0,0,9,8,1,6,1,0,1.0,72,29,34,3,2015,10
CR_85654,5,22,22,7,3,15,10,1,6,1,316,1.0,92,29,34,2,2002,17
CR_104626,0,2,3,10,3,8,3,1,6,1,162,1.0,103,142,34,12,2005,22
CR_70326,0,36,34,2,1,1,0,1,6,1,249,1.0,92,29,34,12,2000,8
CR_49534,0,4,4,6,5,1,0,0,5,1,174,1.0,103,119,34,7,1998,31
CR_148930,0,4,4,6,5,4,2,1,6,1,316,1.0,89,133,34,6,2011,20
CR_89928,0,3,2,3,5,2,7,2,6,1,316,1.0,72,0,34,3,2003,7
CR_129836,0,20,20,10,3,8,3,1,2,1,74,1.0,92,29,34,10,2008,5
CR_82978,0,4,4,6,5,1,0,1,6,1,249,1.0,103,130,34,8,2002,26
CR_148262,0,3,2,3,5,3,5,0,5,1,249,1.0,103,29,34,10,2011,21
CR_128206,7,4,4,6,5,9,8,0,5,1,174,0.0,112,29,23,1,2008,4
CR_118923,1,47,48,7,3,12,16,0,5,1,127,1.0,103,115,34,8,2006,15
CR_73914,0,4,4,6,5,4,2,1,6,1,249,1.0,24,130,34,9,2001,28
CR_94287,0,33,32,2,1,5,6,0,5,1,174,0.0,103,87,43,1,2003,27
CR_32203,0,3,2,3,5,1,0,1,6,1,174,1.0,72,29,34,1,1996,14
CR_72020,0,47,48,7,3,4,2,1,2,1,303,1.0,72,142,34,2,2000,7
CR_7824,0,33,32,2,1,5,6,0,5,1,174,0.0,109,130,0,7,1992,26
CR_188235,0,25,25,9,0,4,2,1,2,1,174,1.0,103,142,34,3,2017,31
CR_50421,0,4,4,6,5,2,7,1,6,2,316,2.0,109,142,34,1,1998,1
CR_82848,0,4,4,6,5,1,0,2,6,1,303,1.0,72,29,34,9,2002,29
CR_61645,0,33,32,2,1,6,4,0,5,1,249,1.0,103,130,34,10,1999,22
CR_145475,0,33,32,2,1,6,4,0,5,1,174,0.0,103,130,43,9,2010,26
CR_69257,0,33,32,2,1,7,1,0,5,1,174,0.0,72,29,48,4,2000,30
CR_6123,0,21,23,4,1,7,1,0,5,1,174,0.0,92,93,48,9,1992,14
CR_121261,1,5,5,3,5,12,16,1,6,1,0,1.0,98,80,34,8,2007,12
CR_142861,0,4,4,6,5,5,6,0,5,1,174,1.0,72,93,34,1,2010,6
CR_44490,1,22,22,7,3,15,10,0,5,1,174,0.0,103,29,48,10,1997,11
CR_38291,0,33,32,2,1,5,6,0,5,1,174,0.0,112,29,43,11,1996,12
CR_30679,0,37,37,0,0,2,7,1,2,1,249,1.0,59,142,34,7,1995,18
CR_63625,0,45,45,10,3,6,4,1,5,2,0,2.0,72,80,34,6,1999,25
CR_140772,7,44,44,1,3,9,8,1,5,1,174,0.0,103,29,23,2,2009,4
CR_7157,0,33,32,2,1,7,1,1,6,2,316,2.0,67,29,34,9,1992,18
CR_41404,0,4,4,6,5,6,4,0,5,1,174,1.0,103,14,34,12,1997,26
CR_154617,0,4,4,6,5,5,6,1,6,1,249,1.0,103,29,34,2,2012,24
CR_192945,0,4,4,6,5,7,1,0,5,3,174,3.0,103,29,34,6,2018,26
CR_160270,0,46,46,3,5,7,1,0,5,2,174,2.0,103,103,34,7,2012,20
CR_40210,0,45,45,10,3,3,5,4,6,1,0,1.0,98,142,34,7,1996,5
CR_89443,0,49,49,6,5,2,7,5,6,2,316,2.0,98,62,34,5,2002,26
CR_136703,0,6,6,4,1,5,6,1,6,1,249,1.0,112,80,34,2,2009,6
CR_113824,4,8,7,7,3,18,13,0,5,1,174,0.0,92,29,23,7,2006,29
CR_54437,0,36,34,2,1,1,0,0,5,1,249,1.0,92,62,34,3,1998,16
CR_30978,0,40,40,2,1,5,6,2,6,3,0,3.0,72,29,34,5,1995,14
CR_57139,0,4,4,6,5,3,5,0,5,1,249,1.0,103,29,34,8,1999,24
CR_136188,0,4,4,6,5,5,6,1,5,1,0,1.0,113,29,34,2,2009,7
CR_186308,0,9,10,7,3,4,2,2,5,1,174,1.0,98,93,34,3,2017,2
CR_98506,0,4,4,6,5,5,6,1,2,1,316,1.0,103,80,34,2,2004,23
CR_133865,1,44,44,1,3,15,10,0,5,1,174,1.0,103,29,34,8,2008,26
CR_75011,1,4,4,6,5,15,10,2,3,1,316,1.0,72,62,34,4,2001,24
CR_188963,0,33,32,2,1,6,4,1,6,1,249,1.0,48,80,34,8,2017,22
CR_169648,0,26,27,9,0,3,5,0,5,1,174,0.0,18,133,0,8,2014,21
CR_166576,0,49,49,6,5,8,3,1,6,4,174,4.0,72,80,34,5,2013,31
CR_58798,0,5,5,3,5,3,5,1,5,1,249,1.0,67,29,34,10,1999,22
CR_10667,1,49,49,6,5,15,10,0,5,3,249,3.0,103,130,34,8,1992,21
CR_93946,0,30,35,7,3,3,5,0,5,1,174,1.0,72,107,34,11,2003,9
CR_2011,0,33,32,2,1,5,6,0,5,1,174,0.0,98,93,43,9,1991,21
CR_64874,0,4,4,6,5,4,2,4,6,1,0,1.0,72,29,34,3,2000,7
CR_90922,0,4,4,6,5,4,2,0,5,1,249,1.0,18,29,34,1,2003,7
CR_126776,0,49,49,6,5,5,6,0,5,1,174,1.0,103,62,34,10,2007,14
CR_129715,0,19,19,1,3,7,1,0,5,1,249,1.0,103,29,34,7,2008,4
CR_126563,1,47,48,7,3,15,10,2,6,3,215,2.0,98,80,39,2,2007,12
CR_45748,5,33,32,2,1,17,11,0,5,1,174,0.0,113,14,0,6,1997,5
CR_99867,0,21,23,4,1,5,6,0,5,1,174,0.0,112,29,43,3,2004,13
CR_42161,0,4,4,6,5,5,6,0,5,1,174,1.0,103,29,34,10,1997,2
CR_80203,0,38,38,10,3,3,5,0,5,1,174,1.0,98,29,34,2,2001,16
CR_19476,0,9,10,7,3,7,1,1,5,1,174,0.0,54,93,43,5,1994,1
CR_23839,0,45,45,10,3,1,0,4,2,2,0,2.0,72,142,34,9,1994,24
CR_70277,0,36,34,2,1,1,0,0,5,2,174,1.0,18,93,38,10,2000,3
CR_31997,0,49,49,6,5,8,3,1,1,1,316,1.0,112,80,34,10,1995,20
CR_50534,0,4,4,6,5,2,7,0,5,1,174,1.0,72,14,34,12,1998,17
CR_131447,0,31,36,9,0,9,8,0,5,2,205,2.0,98,107,34,9,2008,15
CR_139869,1,36,34,2,1,15,10,0,5,1,249,1.0,103,93,34,3,2009,10
CR_84060,0,5,5,3,5,3,5,1,5,1,277,0.0,72,80,34,5,2002,27
CR_121899,0,16,15,0,0,4,2,0,5,1,174,1.0,103,107,34,9,2007,24
CR_129382,0,14,17,9,0,5,6,0,5,1,316,1.0,98,29,34,5,2008,10
CR_143084,0,5,5,3,5,2,7,3,5,1,316,1.0,72,130,34,9,2010,29
CR_76558,0,21,23,4,1,5,6,1,6,1,174,0.0,112,29,43,1,2001,30
CR_173010,0,4,4,6,5,1,0,0,5,1,174,0.0,109,93,0,2,2015,7
CR_92696,0,21,23,4,1,2,7,0,5,1,249,1.0,103,87,34,5,2003,24
CR_169927,0,32,31,4,1,6,4,2,3,2,316,2.0,112,119,34,9,2014,29
CR_179550,0,6,6,4,1,5,6,0,5,1,174,0.0,24,93,0,10,2016,31
CR_36767,1,24,24,0,0,15,10,1,6,2,179,2.0,103,93,34,7,1996,20
CR_89930,0,3,2,3,5,2,7,1,3,1,316,1.0,103,62,34,4,2003,3
CR_27899,0,23,21,4,1,6,4,0,5,2,249,2.0,103,29,34,6,1995,12
CR_60709,0,24,24,0,0,5,6,2,6,1,316,1.0,103,119,34,5,1999,14
CR_136659,0,6,6,4,1,4,2,1,6,4,0,4.0,103,142,34,7,2009,4
CR_186039,0,7,8,7,3,2,7,1,5,1,316,1.0,72,29,34,3,2017,20
CR_70943,0,39,39,6,5,2,7,1,6,1,316,1.0,103,29,34,2,2000,18
CR_198455,0,49,49,6,5,2,7,0,5,1,316,1.0,103,29,34,5,2018,25
CR_95153,1,36,34,2,1,15,10,0,5,1,174,0.0,18,93,46,8,2003,21
CR_126431,0,46,46,3,5,4,2,1,6,1,316,1.0,24,142,34,7,2007,26
CR_16709,0,37,37,0,0,2,7,0,5,1,316,1.0,103,142,34,5,1993,20
CR_173491,0,4,4,6,5,4,2,0,5,1,174,0.0,92,29,23,4,2015,7
CR_190026,0,37,37,0,0,3,5,6,2,1,303,1.0,98,142,34,10,2017,1
CR_87388,0,36,34,2,1,1,0,0,5,1,174,0.0,103,130,43,6,2002,4
CR_183920,5,47,48,7,3,9,8,1,2,4,316,4.0,72,142,34,8,2016,3
CR_31419,0,45,45,10,3,7,1,6,2,1,303,1.0,109,142,34,4,1995,22
CR_112442,0,4,4,6,5,7,1,1,6,2,0,2.0,72,29,34,4,2006,7
CR_182583,1,36,34,2,1,16,12,1,6,1,174,0.0,92,119,0,10,2016,27
CR_172440,0,3,2,3,5,4,2,0,5,1,174,0.0,97,29,0,1,2015,3
CR_44093,0,21,23,4,1,7,1,0,5,1,174,0.0,103,93,43,11,1997,1
CR_95646,0,39,39,6,5,2,7,1,5,1,249,1.0,103,142,34,7,2003,2
CR_188595,0,30,35,7,3,2,7,1,2,2,103,,67,130,0,4,2017,6
CR_162292,5,8,7,7,3,18,13,1,6,1,316,1.0,12,29,34,6,2013,30
CR_125184,0,37,37,0,0,7,1,1,6,1,249,1.0,103,107,34,8,2007,28
CR_155683,0,6,6,4,1,4,2,2,6,1,249,1.0,103,107,34,8,2012,10
CR_101190,0,26,27,9,0,7,1,1,6,1,316,1.0,112,29,34,2,2004,25
CR_110956,1,44,44,1,3,16,12,4,2,3,316,3.0,92,142,34,5,2005,9
CR_77110,7,22,22,7,3,9,8,2,3,1,316,1.0,112,93,34,9,2001,28
CR_148314,0,3,2,3,5,1,0,0,5,2,174,2.0,103,103,34,6,2011,15
CR_36851,0,24,24,0,0,8,3,4,6,2,179,1.0,103,29,34,6,1996,5
CR_120585,0,4,4,6,5,7,1,18,2,4,0,4.0,103,80,34,7,2007,22
CR_182377,0,36,34,2,1,1,0,1,2,1,316,1.0,103,62,34,12,2016,23
CR_187232,0,21,23,4,1,6,4,1,1,1,0,1.0,103,57,34,11,2017,23
CR_195509,0,33,32,2,1,7,1,0,5,1,249,1.0,42,87,34,11,2018,12
CR_161718,0,4,4,6,5,1,0,1,6,1,249,1.0,98,107,34,2,2013,11
CR_50933,0,6,6,4,1,7,1,1,6,1,249,1.0,72,29,34,4,1998,26
CR_8684,0,36,34,2,1,1,0,0,5,1,249,1.0,92,93,34,10,1992,16
CR_65433,0,4,4,6,5,1,0,0,5,1,174,1.0,103,130,34,12,2000,18
CR_64748,0,4,4,6,5,5,6,1,6,2,249,2.0,103,29,34,3,2000,22
CR_158969,0,36,34,2,1,1,0,1,2,1,316,1.0,92,93,34,4,2012,6
CR_147567,1,47,48,7,3,16,12,1,5,1,174,0.0,72,29,23,7,2010,8
CR_4364,0,49,49,6,5,8,3,2,6,1,249,1.0,103,29,34,9,1991,16
CR_151420,1,25,25,9,0,12,16,1,5,1,174,1.0,103,93,34,11,2011,3
CR_157866,1,30,35,7,3,16,12,0,5,1,174,0.0,112,29,0,7,2012,11
CR_5366,1,9,10,7,3,15,10,2,6,1,0,1.0,72,29,34,3,1992,22
CR_92839,1,22,22,7,3,15,10,1,2,1,0,1.0,113,142,34,9,2003,13
CR_80138,0,37,37,0,0,2,7,1,6,1,316,1.0,98,29,34,5,2001,1
CR_117954,0,37,37,0,0,2,7,1,6,1,316,1.0,92,29,34,8,2006,23
CR_191249,0,49,49,6,5,4,2,1,6,2,249,2.0,98,29,34,4,2017,19
CR_11664,0,5,5,3,5,4,2,5,6,1,316,1.0,72,29,34,5,1993,11
CR_37116,0,25,25,9,0,3,5,1,6,1,249,1.0,24,142,34,6,1996,10
CR_174404,1,20,20,10,3,17,11,0,5,1,316,1.0,103,142,34,5,2015,19
CR_48432,0,46,46,3,5,6,4,0,5,1,174,1.0,103,29,34,7,1997,7
CR_103463,0,42,42,7,3,9,8,1,5,1,74,0.0,103,142,34,6,2004,28
CR_87655,1,36,34,2,1,15,10,0,5,1,174,0.0,92,29,0,3,2002,30
CR_93260,1,24,24,0,0,15,10,1,6,1,249,0.0,112,29,34,4,2003,25
CR_19269,0,5,5,3,5,2,7,0,5,1,174,0.0,112,62,48,12,1994,15
CR_185662,0,4,4,6,5,6,4,1,5,1,174,,18,53,46,12,2017,10
CR_172073,0,49,49,6,5,4,2,1,2,1,316,1.0,72,62,34,9,2014,7
CR_50654,0,4,4,6,5,4,2,1,6,1,303,1.0,54,14,34,11,1998,10
CR_98356,0,4,4,6,5,2,7,3,6,1,0,1.0,2,29,34,7,2004,11
CR_194203,1,20,20,10,3,17,11,1,2,1,218,0.0,103,57,48,6,2018,22
CR_85771,0,24,24,0,0,6,4,1,6,1,316,0.0,103,0,34,6,2002,21
CR_102729,0,37,37,0,0,8,3,0,5,1,174,0.0,103,62,34,9,2004,17
CR_177445,1,44,44,1,3,16,12,1,6,1,316,1.0,103,142,34,9,2015,23
CR_124917,0,36,34,2,1,1,0,1,2,1,0,1.0,92,62,34,3,2007,26
CR_4037,0,40,40,2,1,3,5,2,6,1,0,1.0,92,142,34,8,1991,21
CR_26010,0,4,4,6,5,2,7,1,6,1,0,1.0,84,29,34,1,1995,15
CR_138209,0,24,24,0,0,2,7,1,2,2,200,2.0,72,62,34,4,2009,7
CR_55452,0,40,40,2,1,5,6,1,5,1,174,1.0,103,14,34,7,1998,25
CR_74527,0,4,4,6,5,1,0,1,6,1,303,1.0,72,62,34,2,2001,5
CR_32629,1,4,4,6,5,15,10,2,6,2,263,1.0,72,29,34,5,1996,27
CR_111951,0,2,3,10,3,7,1,1,6,1,313,0.0,42,25,0,10,2006,17
CR_129030,0,6,6,4,1,6,4,4,6,2,200,2.0,109,29,34,9,2008,6
CR_4735,0,4,4,6,5,2,7,1,6,1,249,1.0,10,14,34,11,1992,16
CR_90992,0,4,4,6,5,1,0,0,5,1,316,1.0,72,62,34,1,2003,31
CR_185747,0,4,4,6,5,5,6,5,6,3,0,3.0,103,29,34,6,2017,19
CR_75671,0,9,10,7,3,7,1,3,6,1,316,1.0,72,29,34,12,2001,7
CR_98813,0,6,6,4,1,6,4,0,5,2,179,1.0,103,30,34,8,2004,12
CR_51938,0,21,23,4,1,6,4,3,6,2,0,2.0,72,62,34,5,1998,23
CR_174871,0,23,21,4,1,6,4,0,5,1,174,0.0,92,142,0,11,2015,21
CR_166928,0,3,2,3,5,1,0,1,0,1,0,1.0,72,0,34,1,2014,2
CR_12287,0,11,11,7,3,3,5,1,2,1,316,1.0,72,62,34,7,1993,2
CR_139757,0,36,34,2,1,1,0,0,5,2,174,0.0,92,29,43,12,2009,25
CR_29145,0,33,32,2,1,7,1,0,5,1,102,0.0,103,29,43,10,1995,30
CR_30541,0,37,37,0,0,6,4,1,6,1,249,1.0,24,29,34,4,1995,10
CR_60404,1,22,22,7,3,15,10,2,6,3,316,3.0,103,29,34,7,1999,17
CR_39718,0,39,39,6,5,3,5,0,5,2,102,2.0,103,103,34,8,1996,23
CR_107598,0,21,23,4,1,2,7,1,6,1,249,1.0,72,29,34,3,2005,3
CR_162852,0,19,19,1,3,7,1,0,5,1,174,1.0,103,80,34,2,2013,12
CR_75951,0,16,15,0,0,7,1,0,5,2,179,1.0,24,29,34,10,2001,29
CR_40188,0,45,45,10,3,3,5,1,1,1,316,1.0,112,62,34,9,1996,13
CR_17658,0,45,45,10,3,5,6,3,6,1,303,1.0,88,62,34,11,1993,28
CR_145992,1,36,34,2,1,15,10,0,5,2,174,0.0,92,29,0,8,2010,29
CR_131239,0,29,29,9,0,3,5,0,5,1,174,1.0,103,29,34,6,2008,2
CR_119049,0,47,48,7,3,6,4,0,5,1,174,1.0,98,93,34,11,2006,30
CR_51567,0,16,15,0,0,8,3,1,6,1,0,1.0,48,14,34,9,1998,22
CR_150540,0,21,23,4,1,4,2,1,2,1,316,1.0,72,142,34,8,2011,31
CR_62814,1,37,37,0,0,16,12,1,5,2,128,1.0,103,93,34,3,1999,28
CR_163505,0,24,24,0,0,5,6,1,6,1,174,1.0,103,29,34,10,2013,27
CR_4648,0,3,2,3,5,2,7,1,6,1,249,1.0,72,29,34,7,1992,5
CR_134069,0,45,45,10,3,5,6,1,6,1,316,1.0,72,29,34,8,2008,1
CR_148739,0,4,4,6,5,1,0,0,5,2,192,1.0,72,107,34,6,2011,20
CR_90332,0,4,4,6,5,1,0,2,2,2,249,2.0,103,80,34,3,2003,13
CR_129482,0,16,15,0,0,5,6,2,6,2,145,2.0,109,29,34,9,2008,13
CR_166087,0,44,44,1,3,2,7,0,5,1,316,1.0,72,115,34,6,2013,24
CR_147546,0,46,46,3,5,6,4,0,5,1,316,1.0,72,107,34,9,2010,22
CR_120345,0,4,4,6,5,1,0,0,5,1,174,1.0,72,29,34,10,2007,23
CR_301,0,11,11,7,3,3,5,0,5,1,174,0.0,24,107,0,7,1991,29
CR_177371,1,44,44,1,3,16,12,1,6,1,231,1.0,72,142,34,12,2015,24
CR_133824,1,44,44,1,3,11,17,1,5,1,174,1.0,103,80,34,11,2008,25
CR_63725,0,45,45,10,3,2,7,1,6,1,316,1.0,72,103,34,10,1999,14
CR_163041,0,21,23,4,1,4,2,0,5,1,174,0.0,24,29,0,8,2013,8
CR_121606,1,9,10,7,3,11,17,3,6,2,316,2.0,98,80,34,9,2007,28
CR_11863,0,6,6,4,1,6,4,0,5,1,174,0.0,18,124,46,11,1993,2
CR_85185,0,21,23,4,1,8,3,0,5,1,249,1.0,103,93,34,5,2002,19
CR_39764,0,40,40,2,1,5,6,1,2,1,299,1.0,103,142,34,1,1996,18
CR_126646,0,47,48,7,3,4,2,1,5,1,174,1.0,72,29,34,9,2007,1
CR_29580,0,33,32,2,1,8,3,0,5,1,174,0.0,92,29,50,9,1995,15
CR_73214,0,4,4,6,5,6,4,0,5,1,174,1.0,103,29,34,5,2001,6
CR_178026,7,49,49,6,5,9,8,0,5,1,174,0.0,59,29,0,5,2015,26
CR_65469,0,4,4,6,5,1,0,1,6,1,249,1.0,103,29,34,5,2000,19
CR_97391,0,4,4,6,5,3,5,1,1,1,316,1.0,72,62,34,3,2004,3
CR_57090,0,4,4,6,5,7,1,0,5,1,249,1.0,103,93,34,4,1999,17
CR_125404,0,37,37,0,0,2,7,1,6,1,249,1.0,103,29,34,9,2007,4
CR_108159,1,24,24,0,0,15,10,1,5,1,174,1.0,103,0,34,12,2005,8
CR_162999,0,21,23,4,1,5,6,1,6,1,0,1.0,34,130,34,8,2013,31
CR_107826,1,23,21,4,1,16,12,11,6,1,249,1.0,103,29,34,9,2005,8
CR_152220,0,33,32,2,1,8,3,2,6,1,174,0.0,92,29,43,4,2011,9
CR_96493,1,47,48,7,3,16,12,1,6,1,127,0.0,116,136,0,11,2003,18
CR_170805,7,36,34,2,1,9,8,1,5,1,174,0.0,92,93,43,2,2014,27
CR_134014,0,44,44,1,3,2,7,1,2,1,316,1.0,72,25,34,6,2008,28
CR_88163,7,38,38,10,3,9,8,0,5,1,174,1.0,98,93,34,11,2002,21
CR_144803,1,25,25,9,0,12,16,1,5,1,174,0.0,72,29,43,5,2010,26
CR_68130,4,21,23,4,1,18,13,1,2,4,316,4.0,2,142,34,11,2000,22
CR_145308,0,33,32,2,1,9,8,0,5,1,174,0.0,92,93,43,5,2010,22
CR_46975,0,36,34,2,1,1,0,1,5,2,174,1.0,103,93,36,6,1997,26
CR_182103,0,35,30,3,5,1,0,1,2,1,0,1.0,72,62,34,4,2016,2
CR_84524,1,9,10,7,3,15,10,3,6,1,316,1.0,103,29,34,7,2002,4
CR_55508,0,40,40,2,1,1,0,1,6,1,249,1.0,72,80,34,9,1998,30
CR_97258,1,3,2,3,5,15,10,0,5,2,174,2.0,103,93,34,6,2004,14
CR_118230,0,40,40,2,1,3,5,0,5,4,249,4.0,103,93,34,10,2006,14
CR_156545,0,21,23,4,1,6,4,3,3,2,316,2.0,72,29,34,8,2012,17
CR_156511,0,19,19,1,3,5,6,1,6,1,174,1.0,103,29,34,4,2012,9
CR_156487,0,19,19,1,3,7,1,3,2,1,0,1.0,109,29,34,11,2012,24
CR_112465,0,4,4,6,5,3,5,0,5,1,174,1.0,103,29,34,7,2006,24
CR_57701,0,4,4,6,5,4,2,2,6,1,174,0.0,112,93,23,1,1999,16
CR_116788,0,33,32,2,1,7,1,1,6,1,249,1.0,98,62,34,11,2006,4
CR_106688,0,9,10,7,3,2,7,1,5,1,174,1.0,103,29,34,6,2005,23
CR_27922,0,23,21,4,1,5,6,2,6,1,0,1.0,72,29,34,7,1995,14
CR_104175,0,47,48,7,3,5,6,1,2,1,316,0.0,98,142,34,2,2004,9
CR_48160,0,45,45,10,3,8,3,1,2,1,316,1.0,103,103,34,12,1997,25
CR_156827,7,22,22,7,3,9,8,2,6,1,0,1.0,59,29,34,2,2012,9
CR_81693,0,47,48,7,3,3,5,1,2,1,316,0.0,72,142,34,3,2001,19
CR_114900,0,21,23,4,1,6,4,0,5,1,174,1.0,103,93,34,2,2006,9
CR_57921,0,4,4,6,5,6,4,1,6,1,316,1.0,72,62,34,12,1999,14
CR_11790,0,5,5,3,5,3,5,1,6,1,299,1.0,103,62,34,4,1993,20
CR_39677,0,39,39,6,5,3,5,1,6,2,249,2.0,103,62,34,9,1996,2
CR_194772,0,24,24,0,0,5,6,0,5,1,0,1.0,72,6,34,12,2018,14
CR_112434,0,4,4,6,5,4,2,0,5,1,174,1.0,72,29,34,6,2006,26
CR_108924,0,30,35,7,3,4,2,0,5,1,174,1.0,103,29,34,6,2005,10
CR_35702,0,21,23,4,1,4,2,1,5,2,174,2.0,103,29,34,8,1996,22
CR_17485,0,45,45,10,3,6,4,1,2,1,249,1.0,103,142,34,10,1993,15
CR_187331,0,21,23,4,1,5,6,0,5,1,174,1.0,98,80,34,7,2017,8
CR_184597,0,3,2,3,5,1,0,1,6,1,0,1.0,103,29,34,7,2017,1
CR_20471,0,24,24,0,0,4,2,0,5,1,174,1.0,103,142,34,3,1994,30
CR_35194,1,16,15,0,0,15,10,1,6,1,249,1.0,103,107,34,12,1996,22
CR_37005,0,24,24,0,0,7,1,2,6,2,260,1.0,116,29,34,6,1996,27
CR_90814,1,4,4,6,5,15,10,1,6,2,102,2.0,103,29,34,5,2003,21
CR_31749,0,46,46,3,5,5,6,2,5,1,316,1.0,67,107,34,10,1995,3
CR_187211,0,21,23,4,1,8,3,1,6,1,316,1.0,103,111,34,12,2017,24
CR_129311,0,9,10,7,3,5,6,1,5,1,249,1.0,103,93,34,6,2008,13
CR_127847,0,4,4,6,5,1,0,0,5,1,174,1.0,103,80,34,4,2008,5
CR_177944,0,49,49,6,5,4,2,2,2,1,249,1.0,116,142,34,6,2015,1
CR_122599,1,22,22,7,3,15,10,0,5,1,174,0.0,72,29,23,6,2007,2
CR_55075,1,37,37,0,0,15,10,2,6,1,249,1.0,113,29,34,2,1998,12
CR_47331,0,37,37,0,0,7,1,1,6,1,249,1.0,72,29,34,1,1997,2
CR_100121,1,22,22,7,3,15,10,1,6,1,316,1.0,72,29,34,6,2004,22
CR_45178,7,24,24,0,0,9,8,0,5,1,316,1.0,112,62,34,9,1997,27
CR_81068,0,45,45,10,3,4,2,2,5,1,0,1.0,98,103,34,10,2001,21
CR_198324,0,49,49,6,5,5,6,0,5,1,249,1.0,18,133,34,11,2018,11
CR_56155,1,47,48,7,3,16,12,1,5,1,174,0.0,18,133,46,3,1998,7
